"x","year","gfn2gdp","efn2gdp","fcd2g_dweo","grossdebt2gdpweo","externdebt2gdp","credit2privat","stdebt2extdebt","ca2gdp","debtserv2res","int_exp2rev","inter_extdeb2gdp","debtserv2expor","crisis","country_1","country_2","country_3","country_4","country_5","country_6","country_7","country_8","country_9","country_10","country_11","country_12","country_13","country_14","country_15","country_16","country_17","country_18","country_19","country_20","country_21","country_22","country_23","country_24","country_25","country_26","country_27","country_28","country_29","country_30","country_31","country_32","country_33","country_34","country_35","country_36","country_37","country_38","country_39","country_40","country_41","country_42","country_43","country_44","country_45","country_46","country_47","country_48","country_49","country_50","country_51","country_52","country_53","country_54","country_55","country_56","country_57","country_58","country_59","country_60","country_61","country_62","country_63","country_64","country_65","country_66","country_67","country_68","country_69","country_70","country_71","country_72","country_73","country_74","country_75","country_76","country_77","country_78","country_79","country_80","country_81","country_82","country_83","country_84","country_85","country_86","country_87","country_88","country_89","country_90","country_91","country_92","country_93","country_94","country_95","country_96","country_97","country_98","country_99","country_100","country_101","country_102","country_103","country_104","country_105","country_106","country_107","country_108","country_109","country_110","country_111","country_112","country_113","country_114","country_115","country_116","gfn2gdp_growth","efn2gdp_growth","fcd2g_dweo_growth","grossdebt2gdpweo_growth","externdebt2gdp_growth","credit2privat_growth","stdebt2extdebt_growth","ca2gdp_growth","debtserv2res_growth","int_exp2rev_growth","inter_extdeb2gdp_growth","debtserv2expor_growth"
611,1993,5.51075863838196,14.0624938011169,44.9806971489629,0.422576367855072,38.2471542358398,11.0475034713745,0,-4.76400899887085,43.7708930969238,23.4166069030762,1.92798686027527,15.7597026824951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220062017832512,0.0480682913570862,-0.00481267546049025,-0.0621274867563708,-0.173666036286866,-0.0958019406760247,NA,0.541332264109086,-0.0979819700848652,-0.162817450700382,-0.14163482873007,-0.0193236359484432
612,1995,5.5228590965271,14.7074518203735,44.7631727773932,0.394583642482758,30.1203937530518,14.4050540924072,0,-4.90043354034424,48.0066795349121,27.1533985137939,1.43727397918701,12.3968896865845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219578808276277,0.0458637015865113,-0.00483594931508724,-0.0662429977199173,-0.212480134670329,0.303919399503477,NA,0.0286364995334232,0.0967717617415023,0.159578696699515,-0.254520863808271,-0.213380484623345
613,1996,5.53495955467224,15.3524098396301,44.5456484058235,0.366590917110443,28.1752796173096,14.0488586425781,0,-3.23144435882568,41.5866012573242,35.6973762512207,1.64503514766693,11.2857294082642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219097716122274,0.0438524652083621,-0.00485944936591987,-0.070942437441607,-0.0645779783521293,-0.0247271164373377,NA,-0.340579903344902,-0.133733020900123,0.314655925411562,0.14455223672625,-0.0896321824596678
614,1997,5.54706001281738,15.9973678588867,44.3281240342539,0.338598191738129,24.5427379608154,10.7823114395142,0,-2.36573052406311,37.3396797180176,37.9410133361816,1.36347639560699,9.32473182678223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218618727483322,0.0420102137705913,-0.0048831789266589,-0.0763595715708392,-0.128926552134818,-0.232513351167474,NA,-0.267903060870643,-0.102122352173675,0.0628515964078513,-0.171156678603042,-0.173759046539425
615,1998,5.55916047096252,16.6423258781433,44.1105996626842,0.307113140821457,22.2092189788818,13.6704092025757,0,-3.65650820732117,35.4580497741699,33.1220245361328,1.49741184711456,9.68634223937988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218141828593543,0.0403165086247805,-0.00490714137601622,-0.0929864709408201,-0.0950798148788149,0.267855160673383,NA,0.545614840798166,-0.050392235767885,-0.127012654020321,0.0982308545561164,0.0387797117724125
616,1999,5.57126092910767,17.2872838973999,43.8930752911145,0.408906191587448,20.565845489502,14.8737916946411,0,-3.59787440299988,58.3911437988281,28.5268096923828,1.34689736366272,10.9203186035156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217667005806832,0.0387540794465291,-0.00493134015935137,0.331451303235408,-0.0739951049581042,0.0880282714462342,NA,-0.0160354636163241,0.646766930801824,-0.138735928980944,-0.10051642354899,0.127393430217549
617,2000,5.58336138725281,17.9322419166565,43.6755509195448,0.391465276479721,33.0662307739258,19.1484241485596,0,-4.8808159828186,40.4488334655762,32.266674041748,1.40945863723755,9.14717864990234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217194245595675,0.0373082332125985,-0.00495577879032116,-0.0426526070442178,0.607822580929375,0.287393594160564,NA,0.356583203335008,-0.307277939186594,0.131099985932316,0.0464484342034062,-0.162370716275846
618,2001,5.59546184539795,18.5771999359131,43.4580265479752,0.39016780257225,32.5923385620117,22.5460243225098,0,-4.57441854476929,223.782897949219,31.9538116455078,2.13898777961731,37.2593383789062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216723534549779,0.0359663907198082,-0.00498046085258019,-0.00331440356380608,-0.0143316066216942,0.177434975723878,NA,-0.0627758635293553,4.53249324581062,-0.00969614642759398,0.517595283114936,3.07331482252225
619,2002,5.60756230354309,16.0497207641602,43.2405021764055,0.398003607988358,30.7512321472168,25.6126556396484,0,-3.22817969322205,212.135238647461,33.0029144287109,1.71315634250641,35.5826301574707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216254859374909,-0.136052751785637,-0.00500539000153488,0.0200831677151427,-0.0564889325536413,0.136016499994501,NA,-0.294297261689494,-0.052048925134578,0.0328318510117591,-0.199080818118132,-0.0450010197278432
620,2003,5.61966276168823,17.1064395904541,43.0229778048358,0.416236937046051,30.3485202789307,28.5865478515625,0,-5.20474576950073,173.59928894043,36.8381805419922,1.298783659935,33.3769264221191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215788206891543,0.0658403246898633,-0.00503056996614526,0.045811969267944,-0.0130957961735716,0.116110264150449,NA,0.612285022555816,-0.181657465080908,0.116209922052967,-0.241876746616814,-0.0619882151934872
621,2004,4.27882480621338,18.9810104370117,42.8054534332662,0.407444775104523,32.1795921325684,30.7221488952637,0,-5.22479104995728,163.423980712891,34.2954177856445,1.40907526016235,36.9723052978516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238597583580273,0.109582758974795,-0.00505600455078736,-0.0211229738617733,0.0603347984286704,0.0747065037300207,NA,0.00385134670246656,-0.0586137667362837,-0.0690251993702332,0.0849191467598813,0.107720490205166
622,2005,3.98944497108459,17.8048706054688,42.5879290616965,0.411517977714539,31.0609664916992,31.9095077514648,0,-3.63663864135742,169.596817016602,35.1391792297363,1.17751955986023,36.0514945983887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067630680907657,-0.0619640263855276,-0.00508169763716648,0.00999694402504225,-0.0347619583324986,0.0386483009456484,NA,-0.303964769770619,0.0377719125233866,0.0246027457477127,-0.164331676844177,-0.0249054175022296
623,2006,15.3915014266968,16.435510635376,42.3704046901268,0.374680608510971,33.8253784179688,32.1333541870117,0,-4.3016185760498,129.696884155273,34.8254127502441,1.29772162437439,30.6347885131836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85805582938329,-0.076909290746105,-0.00510765318629469,-0.089515819960412,0.0889995463279707,0.00701503881822174,NA,0.182855653330508,-0.235263453425676,-0.00892924895714875,0.102080737009947,-0.15024914072348
624,2007,14.8302669525146,16.0904102325439,42.1528803185572,0.331604599952698,31.7347869873047,35.915657043457,0,-4.14273023605347,95.7739105224609,29.4002418518066,1.16729557514191,30.020580291748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364639198362194,-0.0209972425249285,-0.00513387524052522,-0.114967275006473,-0.0618054114526475,0.117706444040446,NA,-0.0369368732227872,-0.261555810332343,-0.155781955474439,-0.10050387292834,-0.0200493703807103
625,2008,8.83425235748291,16.2555694580078,41.9353559469875,0.27069878578186,31.443416595459,37.9052467346191,0.00763825327157974,-5.58097839355469,79.178581237793,21.583179473877,1.59148156642914,29.9632377624512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.404309282781659,0.0102644508795569,-0.00516036792565056,-0.18366999185031,-0.00918141949281914,0.0553961657656648,Inf,0.347173983230768,-0.17327609569389,-0.265884288208647,0.363392100784468,-0.00191010729105179
626,2009,6.02544736862183,22.1611194610596,41.7178315754178,0.240866899490356,29.5204524993896,43.8000946044922,0.00433046650141478,-8.36647987365723,120.815971374512,16.6761283874512,1.13546276092529,38.0014114379883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31794484413635,0.363293947856288,-0.0051871354530687,-0.110203251209053,-0.0611563342752978,0.155515354144608,-0.433055392712953,0.499106300665746,0.525866837796339,-0.227355339020601,-0.286537283951727,0.268267860077867
627,2010,13.6657981872559,15.7540302276611,41.5003072038482,0.261170029640198,26.84596824646,49.3981628417969,0.00543769355863333,-1.81852662563324,112.898460388184,16.6428318023682,0.980957090854645,42.6689147949219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26801386705691,-0.289113970287316,-0.00521418212201241,0.0842919064130445,-0.0905976713258371,0.127809501049126,0.255683090229844,-0.782641367325932,-0.0655336450657257,-0.00199666159371037,-0.136072864199211,0.122824473626464
628,2011,15.5956439971924,10.2217397689819,41.2827828322785,0.283255398273468,25.3155822753906,47.6678657531738,0.00829188991338015,-3.2254331111908,73.4837265014648,17.440845489502,0.859569251537323,27.1863708496094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141217203963704,-0.351166677906047,-0.00524151232185344,0.0845631815553121,-0.0570061752669748,-0.0350275595099461,0.524890989896859,0.773651848549454,-0.34911666422374,0.0479493932649273,-0.123744290600483,-0.362853004809841
629,2012,14.2000303268433,13.4084596633911,41.0652584607088,0.29801270365715,26.4208526611328,44.5628089904785,0.00511921942234039,-5.30242872238159,80.2393341064453,17.3195686340332,0.747270822525024,27.109827041626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894874024182886,0.311759051436561,-0.0052691305344752,0.0520989378265435,0.0436596865013303,-0.065139412340662,-0.382623325222902,0.643943166573369,0.0919333834389278,-0.0069536110242906,-0.130645004822421,-0.00281552136571761
630,2013,13.7018852233887,14.2900695800781,40.8477340891391,0.342206329107285,32.7365531921387,46.3974571228027,0.00205951603129506,-5.13170957565308,66.9633407592773,16.9978809356689,0.839787483215332,30.3554382324219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350805661670253,0.0657502754842196,-0.00529704133672504,0.148294434793548,0.239042267560758,0.0411699391013753,-0.597689440248002,-0.032196405773058,-0.165454929244005,-0.0185736553352799,0.123806065888796,0.119720837237818
631,2014,10.5591402053833,13.9837999343872,40.6302097175695,0.358371555805206,39.003547668457,48.028678894043,0.00126007164362818,-4.83081102371216,72.0380706787109,20.1532859802246,1.23783075809479,33.4027900695801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229365884093147,-0.0214323411075542,-0.00532524940294066,0.04723824582699,0.191437212083259,0.0351575683754131,-0.388170995281924,-0.0586351482883021,0.0757837028722395,0.18563520102875,0.473980956890962,0.100388991712971
632,2015,10.4419841766357,14.0990200042725,40.4126853459998,0.384070664644241,42.501407623291,50.7408828735352,0.00101137743331492,-4.79301166534424,70.9388732910156,21.3699893951416,1.71183502674103,30.8994731903076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110952242766726,0.00823953935452981,-0.00535375950756178,0.0717107940703974,0.0896805589216383,0.0564705097443059,-0.197365135205475,-0.00782464024826901,-0.0152585622760182,0.0603724581743583,0.38293140281617,-0.0749433467700721
633,2016,11.3167057037354,10.0678901672363,40.1951609744301,0.409022271633148,43.3923797607422,54.338436126709,0.000957158161327243,-3.56176233291626,76.5159912109375,19.7080726623535,1.76451218128204,35.0130805969238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837696660235154,-0.28591560518494,-0.00538257652782292,0.0649661879592369,0.0209633559751303,0.0709004859481899,-0.0536093353496785,-0.25688427619121,0.0786186425183639,-0.0777687205200914,0.0307723312808372,0.133128722981159
634,2017,10.6476497650146,10.4087600708008,39.9776366028605,0.44938337802887,45.7300872802734,56.4843788146973,0.000742904318030924,-2.57704710960388,74.6433792114258,20.2290706634521,2.24161958694458,29.814582824707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591210866692297,0.0338571337094773,-0.0054117054465348,0.0986770383787836,0.0538736877862185,0.0394921687290424,-0.22384371982915,-0.276468537558519,-0.0244734724059098,0.0264357661971608,0.270390542340084,-0.148473018757268
635,1990,10.5027532577515,10.9335321426392,39.7601122312908,0.407355025410652,45.2390737533569,53.5479676382882,0.00301921561185736,-3.52559214830399,78.166353225708,16.0721871852875,2.35110950469971,30.5978908538818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,1991,10.3578567504883,11.4583042144775,39.5425878597211,0.365326672792435,44.7480602264404,50.6115564618792,0.0052955269056838,-4.47413718700409,81.6893272399902,11.9153037071228,2.46059942245483,31.3811988830566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137960498268627,0.0479965728359499,-0.0054709194557675,-0.10317376734422,-0.0108537484563346,-0.0548370238109548,0.753941283585936,0.269045595406266,0.0450702107607543,-0.25863831911875,0.0465694675370347,0.025600066125977
637,1992,10.2129602432251,11.9830762863159,39.3250634881515,0.323298320174217,44.2570466995239,47.6751452854701,0.00757183819951024,-5.42268222570419,85.2123012542725,7.75842022895813,2.57008934020996,32.1645069122314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139890433661726,0.0457984062925585,-0.00550101506611922,-0.115043208580876,-0.0109728449553301,-0.0580185906477853,0.429855486407448,0.212006248144406,0.0431264907340012,-0.348869284437941,0.0444972541064379,0.0249610613059696
638,2000,10.0680637359619,12.5078483581543,39.1075391165818,0.281269967556,43.7660331726074,44.7387341090611,0.00984814949333668,-6.3712272644043,88.7352752685547,3.60153675079346,2.67957925796509,32.9478149414062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141875131022176,0.0437927673411913,-0.00553144362081481,-0.129998673038479,-0.0110945841065754,-0.0615920760980662,0.300628623307571,0.17492174522119,0.0413434910503088,-0.535789936029657,0.0426015998907581,0.0243531800848757
639,2001,9.92316722869873,13.0326204299927,38.8900147450121,0.332133084535599,52.4745101928711,41.8023229326521,0.0316791161894798,-2.18962454795837,82.6396484375,4.30139827728271,2.52371025085449,37.9206047058105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143916954702651,0.0419554232520145,-0.00556221067557372,0.180833799717605,0.198977983357975,-0.0656346504854353,2.21675825604741,-0.656326095885531,-0.0686945164998526,0.194323027894987,-0.0581692094560267,0.150929273253714
640,2002,9.77827072143555,15.3502902984619,38.6724903734424,0.346002101898193,51.5403251647949,38.865911756243,0,-2.92165756225586,73.0862121582031,4.90067052841187,2.50951361656189,39.5948371887207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146018407151428,0.17783605997881,-0.00559332191041595,0.0417574099309823,-0.0178026440769539,-0.0702451675027702,-1,0.334318965769743,-0.115603544544627,0.139320335504417,-0.00562530278101292,0.0441509964279028
