"x","year","gfn2gdp","efn2gdp","fcd2g_dweo","grossdebt2gdpweo","externdebt2gdp","credit2privat","stdebt2extdebt","ca2gdp","debtserv2res","int_exp2rev","inter_extdeb2gdp","debtserv2expor","crisis","country_1","country_2","country_3","country_4","country_5","country_6","country_7","country_8","country_9","country_10","country_11","country_12","country_13","country_14","country_15","country_16","country_17","country_18","country_19","country_20","country_21","country_22","country_23","country_24","country_25","country_26","country_27","country_28","country_29","country_30","country_31","country_32","country_33","country_34","country_35","country_36","country_37","country_38","country_39","country_40","country_41","country_42","country_43","country_44","country_45","country_46","country_47","country_48","country_49","country_50","country_51","country_52","country_53","country_54","country_55","country_56","country_57","country_58","country_59","country_60","country_61","country_62","country_63","country_64","country_65","country_66","country_67","country_68","country_69","country_70","country_71","country_72","country_73","country_74","country_75","country_76","country_77","country_78","country_79","country_80","country_81","country_82","country_83","country_84","country_85","country_86","country_87","country_88","country_89","country_90","country_91","country_92","country_93","country_94","country_95","country_96","country_97","country_98","country_99","country_100","country_101","country_102","country_103","country_104","country_105","country_106","country_107","country_108","country_109","country_110","country_111","country_112","country_113","country_114","country_115","country_116","gfn2gdp_growth","efn2gdp_growth","fcd2g_dweo_growth","grossdebt2gdpweo_growth","externdebt2gdp_growth","credit2privat_growth","stdebt2extdebt_growth","ca2gdp_growth","debtserv2res_growth","int_exp2rev_growth","inter_extdeb2gdp_growth","debtserv2expor_growth"
1029,1996,6.71970653533936,24.2874027490616,38.7487202187379,0.566817376762629,19.5175762176514,15.015832901001,0.0481805577874184,-4.29624843597412,2772.95864057541,11.4572954177856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638125272232157,-0.126127207431937,0.163581269151076,-0.11731528560344,-0.239707762999481,0.0809426526343771,1.93258866955254,-0.18547391417824,-0.0970580730281745,0.0276847155374949,NA,NA
1030,1997,6.26167706080845,20.7819700241089,44.196182290713,0.491483181715012,20.899320602417,19.2715320587158,0.00437500281259418,-3.17559313774109,2474.89072036743,11.7989959716797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681621246585838,-0.144331312869102,0.140584309397161,-0.132907349238105,0.0707948758266408,0.28341412599438,-0.909195679471012,-0.260845087274134,-0.107490936159843,0.0298238407437419,NA,NA
1031,1998,5.80364758627755,17.2765372991562,49.6436443626881,0.416148986667395,21.5993595123291,18.9594402313232,0.0608949922025204,-3.93407917022705,2176.82280015945,7.58757877349854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731480512461566,-0.168676632719905,0.123256394322542,-0.153279293880904,0.0334957735339565,-0.0161944481861488,12.9188464124466,0.238848618064939,-0.120436800604968,-0.356930132723964,NA,NA
1032,1999,5.34561811174665,13.7711045742035,55.0911064346631,0.340814791619778,21.7619762420654,18.5605564117432,0.0532629005610943,-5.94191837310791,1878.75487995148,10.6168355941772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0789209661203224,-0.202901349052388,0.109731308849464,-0.181026981829052,0.00752877554741871,-0.0210387972805798,-0.12533200786107,0.510370817668364,-0.136927966845139,0.399238928663137,NA,NA
1033,2000,4.88758863721575,10.2656718492508,60.5385685066382,0.265480596572161,25.4178218841553,20.5466690063477,0.0497153922915459,-6.22066068649292,1580.6869597435,11.9893522262573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0856831642208805,-0.254549858805022,0.0988809705326148,-0.221041448023952,0.167992355171456,0.107007168887884,-0.0666037379147106,0.0469111650282086,-0.158651840848805,0.129277374591053,NA,NA
1034,2001,4.42955916268485,6.7602391242981,65.9860305786133,0.190146401524544,27.4878196716309,20.7008857727051,0.084031768143177,-6.10684823989868,1282.61903953552,11.1171979904175,1.85472333431244,7.67258310317993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937127709650746,-0.341471340252176,0.0899833313927425,-0.283765352422433,0.0814388344095669,0.00750568212831859,0.690256563810051,-0.0182958776133477,-0.188568595679656,-0.0727440665167697,Inf,Inf
1035,2002,3.97152968815395,7.0581431388855,68.7183227539062,0.201872006058693,33.4179916381836,19.7861633300781,0.0804305821657181,-6.47656011581421,984.551119327545,12.5659332275391,1.94783365726471,9.64076709747314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103402947722066,0.0440670824078775,0.041407130438583,0.0616661921558144,0.215738171939226,-0.0441875991525469,-0.0428550541900189,0.0605405376704859,-0.23239006362787,0.13031478240923,0.0502017315627223,0.256521691303349
1036,2003,3.51350021362305,17.9667301177979,72.607551574707,0.183501288294792,33.2241973876953,22.4044494628906,0.0165148638188839,-6.07172250747681,686.483199119568,10.9256525039673,1.68506550788879,56.0730323791504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115328226274396,1.54553212711337,0.0565966785122052,-0.0910018091292935,-0.00579909925726507,0.132329147856183,-0.794669348720405,-0.0625081217649607,-0.302744991455151,-0.130533935989489,-0.134902766668954,4.8162417795413
1037,2004,3.86875009536743,16.7222499847412,69.6469421386719,0.208918765187263,33.3742866516113,21.2168197631836,0.00170885573606938,-4.65242958068848,388.415278911591,10.3916187286377,1.45955896377563,55.1624565124512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1011099644642,-0.0692658110238912,-0.0407755029859248,0.138513887987743,0.0045174684632594,-0.053008653556703,-0.896526198774016,-0.233754577064514,-0.434195506299727,-0.0488788907697434,-0.133826574134613,-0.0162391051110301
1038,2005,2.79823541641235,16.6530990600586,68.5283203125,0.21424663066864,34.7116394042969,26.2396125793457,0.00336589314974844,-4.85911226272583,90.3473587036133,11.0871572494507,1.50634562969208,51.3659515380859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276708149290115,-0.00413526437804224,-0.0160613200209798,0.0255020915742108,0.0400713509369039,0.236736366346378,0.969676596276344,0.0444246771397168,-0.767394941422534,0.066932644371968,0.0320553448525394,-0.0688240737340675
1039,2006,3.23137450218201,16.1700992584229,61.9062080383301,0.207573801279068,30.9274921417236,26.1997013092041,0.00110506429336965,-4.55948781967163,94.472900390625,11.7370901107788,1.50267958641052,52.7286911010742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154790080644818,-0.0290035986631574,-0.0966332203090933,-0.0311455511283747,-0.109016667824246,-0.00152103122791603,-0.671687648952184,-0.0616623833436847,0.0456631134125975,0.0586203340229821,-0.00243373314151318,0.0265300169116474
1040,2007,4.09787845611572,12.4666795730591,59.429126739502,0.216507822275162,31.1169185638428,25.361328125,0.000882321677636355,-5.04149007797241,67.6014556884766,10.8800363540649,1.64300775527954,36.0670394897461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268153367351448,-0.229028877694408,-0.0400134554727436,0.0430402148105511,0.0061248555573501,-0.0319993413020162,-0.201565299928469,0.105714123463871,-0.284435479286026,-0.0730209744173974,0.0933852899434289,-0.315988340757214
1041,2008,2.87776780128479,12.6501903533936,56.6919212341309,0.213393718004227,30.4595737457275,28.3642044067383,0.000760295253712684,-5.23523473739624,71.8223495483398,11.5783023834229,1.66915428638458,35.5607452392578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.297742031125893,0.0147201008303002,-0.0460583161076755,-0.0143833337669311,-0.0211249972186852,0.118403747112052,-0.138301514081085,0.0384300388233132,0.0624379137531321,0.064178648548084,0.0159138208696969,-0.0140375882703714
1042,2009,2.88024234771729,10.5923900604248,55.9853515625,0.201263427734375,28.5234317779541,28.1832485198975,0.000474771717563272,-3.61267948150635,70.0486373901367,11.3157863616943,1.34807956218719,32.7064094543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000859883980698584,-0.162669512116608,-0.0124633220439436,-0.0568446455842314,-0.0635643159006785,-0.00637972721695068,-0.375542968018201,-0.309929800148154,-0.0246958247586893,-0.0226731012056112,-0.192357726793993,-0.080266478267194
1043,2010,4.09469747543335,6.66161298751831,56.6469383239746,0.229177758097649,29.8086185455322,27.312686920166,0.000444525852799416,0.723223268985748,61.4073028564453,12.8512334823608,1.09159278869629,34.0848197937012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421650326986745,-0.37109444143231,0.0118171404306722,0.138695493152957,0.0450572279514925,-0.0308893277195078,-0.0637061215842647,-1.20019026672252,-0.123361921882411,0.135690713096549,-0.190260857508119,0.0421449606469204
1044,2011,4.42219114303589,7.26151180267334,54.1755485534668,0.241069406270981,29.0904293060303,25.3416290283203,0.00036588916555047,-1.36265754699707,48.6108818054199,13.1986360549927,1.09752833843231,26.7713413238525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799799422466199,0.0900530871845968,-0.0436279496055633,0.0518883170515412,-0.0240933419442075,-0.0721663854459663,-0.176900143723314,-2.88414505648867,-0.208385981076879,0.0270326247755648,0.00543751277718862,-0.21456702761269
1045,2012,4.39667797088623,9.24887371063232,48.7204284667969,0.236658215522766,29.421236038208,23.8304290771484,0.000349485751939937,-3.35475873947144,52.5489463806152,12.6887159347534,0.924777686595917,25.4714698791504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00576935083184649,0.273684318357416,-0.100693398264093,-0.0182984262352072,0.0113716689670564,-0.0596331020978583,-0.0448316461785754,1.46192357490289,0.081011996263689,-0.0386343041898158,-0.157399718792819,-0.0485545878698277
1046,2013,3.55501341819763,8.6951789855957,50.9176406860352,0.243276327848434,30.4423084259033,23.5723438262939,0.000299881357932463,-2.59900951385498,52.4929504394531,13.1280221939087,0.873216450214386,28.0088348388672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191431930712666,-0.0598661785596775,0.0450983763563511,0.0279648534957861,0.0347052852017942,-0.0108300715030757,-0.141935382865048,-0.225276773773463,-0.00106559588762312,0.034621805816619,-0.0557552773265176,0.0996159613777825
1047,2014,3.31441187858582,8.96248054504395,52.563591003418,0.246194764971733,33.1018486022949,31.6648139953613,0.00040391119546257,-2.50895643234253,55.1249122619629,13.3355417251587,0.986981272697449,31.5095996856689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676795025245783,0.0307413521781494,0.0323257380979602,0.0119963876021545,0.0873632885911044,0.34330358613048,0.346903316189248,-0.0346490003335462,0.050139338720264,0.0158073720614433,0.130282500352727,0.124987878536948
1048,2015,3.05056357383728,7.99730777740479,47.9154586791992,0.242831811308861,34.1118698120117,32.6052131652832,0.000504213443491608,-2.09410166740417,57.9458770751953,12.6056575775146,1.07387208938599,30.7272186279297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0796063719338085,-0.107690361255275,-0.0884287438412742,-0.0136597285618906,0.0305125318483503,0.0296985534183032,0.24832747682116,-0.165349529226786,0.0511740463155155,-0.0547322458049868,0.0880369456768542,-0.0248299269284306
1049,2016,2.81963729858398,6.672682762146,47.9693756103516,0.242059946060181,32.7513084411621,32.9999351501465,0.000440514908405021,-0.151174545288086,62.1966438293457,14.4028606414795,0.965276181697845,35.3048973083496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756995452361006,-0.165633867312363,0.00112525127878516,-0.00317860021930305,-0.0398852768361152,0.0121061004221119,-0.126332480636541,-0.927809357281359,0.073357535837006,0.142571147352964,-0.101125551880423,0.148977970829387
1050,2017,2.55838560356813,5.37518405914307,48.7994117736816,0.244798183441162,31.4867534637451,34.3877182006836,0.000443393248133361,1.48830235004425,56.7156295776367,13.4527044296265,1.11193668842316,38.8516960144043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926543620156576,-0.19444933158873,0.0173034598172039,0.0113122283366149,-0.0386108231275331,0.0420541144769779,0.00653403477026959,-10.844926916817,-0.0881239551566113,-0.0659699649607541,0.151936315746802,0.100461946541787
1051,1990,2.29713390855228,5.88477858518943,48.3455872969194,0.228466567225181,49.2337394127479,154.300003051758,0.000428613473195583,9.15496063232422,66.8079332987467,12.6718550727648,1.652244814511,38.9576301574707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1991,2.03588221353643,6.39437311123579,47.8917628201571,0.2121349510092,66.9807253617507,162.850006103516,0.000413833698257804,6.1930193901062,76.9002370198568,11.8910057159031,2.19255294059885,39.0635643005371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11372941474731,0.0865953610096544,-0.00938709202093335,-0.0714836153680386,0.360463904645188,0.0554115546510381,-0.0344827586206897,-0.323534022829113,0.151064450324784,-0.0616207613153601,0.327014569113812,0.00271921424989685
1053,1992,1.77463051852058,6.90396763728215,47.4379383433949,0.195803334793219,84.7277113107535,156.600006103516,0.000399053923320025,4.31241083145142,86.9925407409668,11.1101563590414,2.7328610666867,39.1694984436035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128323580450189,0.0796942119550286,-0.0094760445228641,-0.0769869186491228,0.264956610325651,-0.0383788748280868,-0.0357142857142857,-0.303665859929196,0.131238915668154,-0.0656672257601695,0.246428770810101,0.00271184017544845
1054,1993,1.51337882350473,7.41356216332851,46.9841138666326,0.179471718577238,102.474697259756,149.550003051758,0.000384274148382246,3.00667214393616,97.0848444620768,10.3293070021798,3.27316919277454,39.2754325866699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147214697532444,0.0738118358629751,-0.009566698988415,-0.0834082638747098,0.209459050344375,-0.0450191748210892,-0.0370370370370371,-0.302786246150808,0.116013437878098,-0.0702824813285566,0.197707864726147,0.00270450598745686
1055,1994,1.25212712848888,7.92315668937488,46.5302893898704,0.163140102361257,120.221683208759,148.350006103516,0.000369494373444468,4.74531364440918,107.177148183187,9.54845764531809,3.81347731886239,39.3813667297363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172628089516171,0.0687381470363992,-0.00965910473592113,-0.0909982717357912,0.173184077860871,-0.00802405164663811,-0.0384615384615384,0.578261086423908,0.103953441724391,-0.075595522206562,0.165071859798927,0.00269721136317558
1056,1995,0.990875433473026,8.43275121542124,46.0764649131081,0.146808486145276,137.968669157762,150.175003051758,0.000354714598506689,-0.824922263622284,117.269451904297,8.76760828845641,4.35378544495024,39.4873008728027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208646302018184,0.0643171081962495,-0.00975331300778559,-0.100107919387081,0.147618844415828,0.0123019674631408,-0.0399999999999999,-1.17383935508545,0.0941646973463064,-0.0817775378879699,0.141683844142812,0.00268995598333088
1057,1996,0.729623738457175,8.9423457414676,45.6226404363459,0.130476869929295,155.715655106765,154.925003051758,0.00033993482356891,-6.26605129241943,127.361755625407,7.98675893159474,4.89409357103808,39.5932350158691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263657455004371,0.0604303996440037,-0.00984937706523448,-0.111244360900362,0.128630551105119,0.0316297646310879,-0.0416666666666667,6.59592942116124,0.0860608074585896,-0.0890607028931431,0.124100769989602,0.00268273953207498
1058,1997,0.468372043441323,9.45194026751396,45.1688159595836,0.114145253713314,173.462641055767,162.324996948242,0.000325155048631132,-2.50481462478638,137.454059346517,7.20590957473306,5.43440169712593,39.6991691589355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.358063589828205,0.0569866722646679,-0.0099473522887269,-0.125168669549101,0.113970467110932,0.0477650072662072,-0.0434782608695652,-0.600256284557284,0.079241242173147,-0.0977679886859639,0.110400040016652,0.00267556169694005
